date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:47:39	1148491/1148491	---M--	200	added ('OK')	application/pdf	etag:%221264bc-11864b-5ae2ac6ae29c0%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/MC546EEDMLEGISLATION-compressed.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/MC546EEDMLEGISLATION-compressed.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=MC546EEDMLEGISLATION-compressed.pdf)
14:48:23	392473/392473	---M--	200	added ('OK')	application/pdf	etag:%221264b5-5fd19-5ae2ac3b5d754%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/MC431basicdefinitionspart2.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/MC431basicdefinitionspart2.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=MC431basicdefinitionspart2.pdf)
14:48:46	494307/494307	---M--	200	added ('OK')	application/pdf	etag:%22126416-78ae3-5ae2a98c3a11d%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/EE735acfundamentals.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/EE735acfundamentals.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=EE735acfundamentals.pdf)
14:49:04	1570992/1570992	---M--	200	added ('OK')	application/pdf	etag:%221264ca-17f8b0-5ae2aca9ea41b%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/MC725EEDMDisastermanagement-compressed.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/MC725EEDMDisastermanagement-compressed.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=MC725EEDMDisastermanagement-compressed.pdf)
14:49:43	494307/494307	---M--	200	added ('OK')	application/pdf	etag:%221263fa-78ae3-5ae2a915085bf%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/EE301acfundamentals.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/EE301acfundamentals.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=EE301acfundamentals.pdf)
14:49:45	392473/392473	---M--	200	added ('OK')	application/pdf	etag:%22126426-5fd19-5ae2a9cd6a366%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/EE928basicdefinitionspart2.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/EE928basicdefinitionspart2.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=EE928basicdefinitionspart2.pdf)
14:50:23	402328/402328	---M--	200	added ('OK')	image/jpeg	etag:%2212633c-62398-5ae2a6365976f%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS918Screenshot20200607-151209CamScanner.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS918Screenshot20200607-151209CamScanner.jpg	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS918Screenshot20200607-151209CamScanner.jpg)
14:51:29	402328/402328	---M--	200	added ('OK')	image/jpeg	etag:%2212624c-62398-5ae2a2b100a42%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS0Screenshot20200607-151209CamScanner.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS0Screenshot20200607-151209CamScanner.jpg	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS0Screenshot20200607-151209CamScanner.jpg)
14:51:30	402328/402328	---M--	200	added ('OK')	image/jpeg	etag:%2212630f-62398-5ae2a58ff3e67%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS732Screenshot20200607-151209CamScanner.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS732Screenshot20200607-151209CamScanner.jpg	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS732Screenshot20200607-151209CamScanner.jpg)
14:52:25	1495617/1495617	---M--	200	added ('OK')	application/pdf	etag:%221264f7-16d241-5ae2ad7cf3e78%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/MP532INSPECTION1.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/MP532INSPECTION1.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=MP532INSPECTION1.pdf)
14:52:35	406156/406156	---M--	200	added ('OK')	image/jpeg	etag:%221262b0-6328c-5ae2a41e8411d%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS410Screenshot20200607-152849CamScanner.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS410Screenshot20200607-152849CamScanner.jpg	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS410Screenshot20200607-152849CamScanner.jpg)
14:52:36	406156/406156	---M--	200	added ('OK')	image/jpeg	etag:%221262f3-6328c-5ae2a52834153%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS619Screenshot20200607-152849CamScanner.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS619Screenshot20200607-152849CamScanner.jpg	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS619Screenshot20200607-152849CamScanner.jpg)
14:53:31	406156/406156	---M--	200	added ('OK')	image/jpeg	etag:%22126279-6328c-5ae2a35a28c18%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS223Screenshot20200607-152849CamScanner.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS223Screenshot20200607-152849CamScanner.jpg	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS223Screenshot20200607-152849CamScanner.jpg)
14:53:39	406156/406156	---M--	200	added ('OK')	image/jpeg	etag:%22126312-6328c-5ae2a5990a568%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS739Screenshot20200607-152849CamScanner.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS739Screenshot20200607-152849CamScanner.jpg	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS739Screenshot20200607-152849CamScanner.jpg)
14:54:03	547923/547923	---M--	200	added ('OK')	image/jpeg	etag:%22126258-85c53-5ae2a2e467b31%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS130Screenshot20200607-154249CamScanner.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS130Screenshot20200607-154249CamScanner.jpg	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS130Screenshot20200607-154249CamScanner.jpg)
14:54:10	1515451/1515451	---M--	200	added ('OK')	application/pdf	etag:%22126509-171fbb-5ae2adc653c57%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/MP827INS2.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/MP827INS2.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=MP827INS2.pdf)
14:55:02	547923/547923	---M--	200	added ('OK')	image/jpeg	etag:%22126253-85c53-5ae2a2d128685%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS119Screenshot20200607-154249CamScanner.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS119Screenshot20200607-154249CamScanner.jpg	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS119Screenshot20200607-154249CamScanner.jpg)
14:55:08	547923/547923	---M--	200	added ('OK')	image/jpeg	etag:%221262cd-85c53-5ae2a497c6d6c%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS478Screenshot20200607-154249CamScanner.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS478Screenshot20200607-154249CamScanner.jpg	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS478Screenshot20200607-154249CamScanner.jpg)
14:55:32	547923/547923	---M--	200	added ('OK')	image/jpeg	etag:%22126280-85c53-5ae2a373b0b49%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS242Screenshot20200607-154249CamScanner.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS242Screenshot20200607-154249CamScanner.jpg	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS242Screenshot20200607-154249CamScanner.jpg)
14:55:39	547923/547923	---M--	200	added ('OK')	image/jpeg	etag:%22126328-85c53-5ae2a5e7557e4%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS835Screenshot20200607-154249CamScanner.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS835Screenshot20200607-154249CamScanner.jpg	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS835Screenshot20200607-154249CamScanner.jpg)
14:55:52	304295/304295	---M--	200	added ('OK')	image/jpeg	etag:%2212634f-4a4a7-5ae2a67d9d87e%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS995CamScanner06-07-20201820191.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS995CamScanner06-07-20201820191.jpg	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS995CamScanner06-07-20201820191.jpg)
14:55:57	304295/304295	---M--	200	added ('OK')	image/jpeg	etag:%22126344-4a4a7-5ae2a6530cf1f%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS93CamScanner06-07-20201820191.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS93CamScanner06-07-20201820191.jpg	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS93CamScanner06-07-20201820191.jpg)
14:56:21	304295/304295	---M--	200	added ('OK')	image/jpeg	etag:%221262c8-4a4a7-5ae2a476fa854%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS469CamScanner06-07-20201820191.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS469CamScanner06-07-20201820191.jpg	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS469CamScanner06-07-20201820191.jpg)
14:56:27	304295/304295	---M--	200	added ('OK')	image/jpeg	etag:%2212631f-4a4a7-5ae2a5c999d9a%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS802CamScanner06-07-20201820191.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS802CamScanner06-07-20201820191.jpg	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS802CamScanner06-07-20201820191.jpg)
14:56:37	134645/134645	---M--	200	added ('OK')	application/pdf	etag:%22126299-20df5-5ae2a3c139476%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS333FramingQuestion2.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS333FramingQuestion2.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS333FramingQuestion2.pdf)
14:56:54	134645/134645	---M--	200	added ('OK')	application/pdf	etag:%2212628b-20df5-5ae2a3948ce4a%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS281FramingQuestion2.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS281FramingQuestion2.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS281FramingQuestion2.pdf)
14:56:57	134645/134645	---M--	200	added ('OK')	application/pdf	etag:%22126264-20df5-5ae2a30eb1f8e%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS173FramingQuestion2.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS173FramingQuestion2.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS173FramingQuestion2.pdf)
14:57:13	134645/134645	---M--	200	added ('OK')	application/pdf	etag:%221262ee-20df5-5ae2a518c7cdd%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS603FramingQuestion2.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS603FramingQuestion2.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS603FramingQuestion2.pdf)
14:57:17	140110/140110	---M--	200	added ('OK')	application/pdf	etag:%22126259-2234e-5ae2a2e9e24cf%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS133PREFIXANDSUFFIX.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS133PREFIXANDSUFFIX.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS133PREFIXANDSUFFIX.pdf)
14:57:19	140110/140110	---M--	200	added ('OK')	application/pdf	etag:%22126302-2234e-5ae2a55bd30ca%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS677PREFIXANDSUFFIX.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS677PREFIXANDSUFFIX.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS677PREFIXANDSUFFIX.pdf)
14:57:36	140110/140110	---M--	200	added ('OK')	application/pdf	etag:%2212626b-2234e-5ae2a324f4c18%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS197PREFIXANDSUFFIX.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS197PREFIXANDSUFFIX.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS197PREFIXANDSUFFIX.pdf)
14:58:26	1060898/1060898	---M--	200	added ('OK')	application/pdf	etag:%22126492-103022-5ae2ab9b364cd%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/EL915conceptofholes.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/EL915conceptofholes.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=EL915conceptofholes.pdf)
14:58:43	521576/521576	---M--	200	added ('OK')	application/pdf	etag:%22126505-7f568-5ae2adb467597%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/MP78UNIT-2PART-6.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/MP78UNIT-2PART-6.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=MP78UNIT-2PART-6.pdf)
14:59:20	766919/766919	---M--	200	added ('OK')	application/pdf	etag:%22126500-bb3c7-5ae2ada638f1c%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/MP752UNIT-2PART-5.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/MP752UNIT-2PART-5.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=MP752UNIT-2PART-5.pdf)
14:59:34	721307/721307	---M--	200	added ('OK')	application/pdf	etag:%221262d3-b019b-5ae2a4b00b0e0%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS496prepositionspart-2.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS496prepositionspart-2.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS496prepositionspart-2.pdf)
15:00:43	851081/851081	---M--	200	added ('OK')	application/pdf	etag:%221262b2-cfc89-5ae2a42640500%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS416CamScanner06-08-2020085558.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS416CamScanner06-08-2020085558.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS416CamScanner06-08-2020085558.pdf)
15:01:00	851081/851081	---M--	200	added ('OK')	application/pdf	etag:%2212634c-cfc89-5ae2a67706fde%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS992CamScanner06-08-2020085558.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS992CamScanner06-08-2020085558.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS992CamScanner06-08-2020085558.pdf)
15:01:37	851081/851081	---M--	200	added ('OK')	application/pdf	etag:%2212629c-cfc89-5ae2a3d0eb620%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS340CamScanner06-08-2020085558.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS340CamScanner06-08-2020085558.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS340CamScanner06-08-2020085558.pdf)
15:02:08	959971/959971	---M--	200	added ('OK')	application/pdf	etag:%221262bf-ea5e3-5ae2a457f6815%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS451Lecture-206-08-2020.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS451Lecture-206-08-2020.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS451Lecture-206-08-2020.pdf)
15:02:37	173508/173508	---M--	200	added ('OK')	image/jpeg	etag:%22126356-2a5c4-5ae2a6963964e%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/CE146Document71.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/CE146Document71.jpg	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=CE146Document71.jpg)
15:03:05	173508/173508	---M--	200	added ('OK')	image/jpeg	etag:%2212636a-2a5c4-5ae2a6e679494%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/CE54Document71.jpg	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/CE54Document71.jpg	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=CE54Document71.jpg)
15:03:20	959971/959971	---M--	200	added ('OK')	application/pdf	etag:%2212627e-ea5e3-5ae2a36ced7cf%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS232Lecture-206-08-2020.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS232Lecture-206-08-2020.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS232Lecture-206-08-2020.pdf)
15:03:35	959971/959971	---M--	200	added ('OK')	application/pdf	etag:%2212625a-ea5e3-5ae2a2edebc1e%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS134Lecture-206-08-2020.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS134Lecture-206-08-2020.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS134Lecture-206-08-2020.pdf)
15:04:12	959971/959971	---M--	200	added ('OK')	application/pdf	etag:%22126343-ea5e3-5ae2a65471e1d%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS939Lecture-206-08-2020.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/AS939Lecture-206-08-2020.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=AS939Lecture-206-08-2020.pdf)
15:04:16	345560/345560	---M--	200	added ('OK')	application/pdf	etag:%22126436-545d8-5ae2aa1e9b512%22	http://mppolytechnic.ac.in/mp-staff/notes_upload_photo/EL165mcselx3pm30-4-20.pdf	C:/My%20Web%20Sites/mppolytechnic/mppolytechnic.ac.in/mp-staff/notes_upload_photo/EL165mcselx3pm30-4-20.pdf	(from http://mppolytechnic.ac.in/view-study-material.php?SERIAL=EL165mcselx3pm30-4-20.pdf)
